y,price,contract,local,wknown,tod,seasonal,gid,pid,_x1,_x2,_x3,__000000,__00000T,__00000F,__00000G,__00000E,__00000N,__00000I,__00000J,__00000K
0,9,1,1,0,0,0,562,48,33,34,32,2247,1,0,1,,,,.8112274132123892,6
0,0,5,0,1,1,0,562,48,33,34,32,2245,1,0,1,,,,.8112274132123892,6
1,7,0,0,1,0,0,562,48,33,34,32,2248,1,0,1,,1,,.8112274132123892,6
0,9,0,1,0,0,0,563,48,33,34,32,2251,1,0,1,,,,.8112274132123892,6
0,0,5,0,1,1,0,563,48,33,34,32,2252,1,0,1,,,,.8112274132123892,6
0,0,1,0,0,0,1,563,48,33,34,32,2249,1,0,1,,,,.8112274132123892,6
1,7,0,0,0,0,0,563,48,33,34,32,2250,1,0,1,,1,,.8112274132123892,6
0,9,1,1,0,0,0,564,48,33,34,32,2253,1,0,1,,,,.8112274132123892,6
0,7,1,0,1,0,0,564,48,33,34,32,2254,1,0,1,,,,.8112274132123892,6
0,0,5,0,0,0,1,564,48,33,34,32,2256,1,0,1,,,,.8112274132123892,6
1,0,0,0,1,1,0,564,48,33,34,32,2255,1,0,1,,1,,.8112274132123892,6
0,0,5,0,0,1,0,565,48,33,34,32,2257,1,0,1,,,,.8112274132123892,6
0,9,0,0,0,0,0,565,48,33,34,32,2260,1,0,1,,,,.8112274132123892,6
0,0,1,0,1,0,1,565,48,33,34,32,2259,1,0,1,,,,.8112274132123892,6
1,7,0,1,0,0,0,565,48,33,34,32,2258,1,0,1,,1,,.8112274132123892,6
0,7,1,0,1,0,0,566,48,33,34,32,2262,1,0,1,,,,.8112274132123892,6
0,0,5,1,0,0,1,566,48,33,34,32,2261,1,0,1,,,,.8112274132123892,6
0,9,1,0,0,0,0,566,48,33,34,32,2264,1,0,1,,,,.8112274132123892,6
1,0,0,0,0,1,0,566,48,33,34,32,2263,1,0,1,,1,,.8112274132123892,6
0,9,0,0,1,0,0,567,48,33,34,32,2266,1,0,1,,,,.8112274132123892,6
0,0,1,1,0,0,1,567,48,33,34,32,2268,1,0,1,,,,.8112274132123892,6
0,0,5,0,0,1,0,567,48,33,34,32,2267,1,0,1,,,,.8112274132123892,6
1,7,1,0,0,0,0,567,48,33,34,32,2265,1,0,1,,1,,.8112274132123892,6
0,0,5,1,0,1,0,568,48,33,34,32,2272,1,0,1,,,,.8112274132123892,6
0,0,1,0,1,0,1,568,48,33,34,32,2271,1,0,1,,,,.8112274132123892,6
0,9,0,0,1,0,0,568,48,33,34,32,2269,1,0,1,,,,.8112274132123892,6
1,7,0,0,0,0,0,568,48,33,34,32,2270,1,0,1,,1,,.8112274132123892,6
0,9,1,0,0,0,0,569,48,33,34,32,2275,1,0,1,,,,.8112274132123892,6
0,0,0,1,0,0,1,569,48,33,34,32,2273,1,0,1,,,,.8112274132123892,6
0,9,5,0,1,0,0,569,48,33,34,32,2276,1,0,1,,,,.8112274132123892,6
1,0,1,0,0,1,0,569,48,33,34,32,2274,1,0,1,,1,,.8112274132123892,6
0,9,0,0,1,0,0,570,48,33,34,32,2277,1,0,1,,,,.8112274132123892,6
0,0,1,1,0,0,1,570,48,33,34,32,2279,1,0,1,,,,.8112274132123892,6
0,7,5,0,0,0,0,570,48,33,34,32,2278,1,0,1,,,,.8112274132123892,6
1,0,0,0,0,1,0,570,48,33,34,32,2280,1,0,1,,1,,.8112274132123892,6
0,0,1,0,1,0,1,571,48,33,34,32,2281,1,0,1,,,,.8112274132123892,6
0,9,0,0,1,0,0,571,48,33,34,32,2282,1,0,1,,,,.8112274132123892,6
0,7,5,1,0,0,0,571,48,33,34,32,2284,1,0,1,,,,.8112274132123892,6
1,0,0,0,0,1,0,571,48,33,34,32,2283,1,0,1,,1,,.8112274132123892,6
0,9,0,0,1,0,0,572,48,33,34,32,2286,1,0,1,,,,.8112274132123892,6
0,7,1,0,0,0,0,572,48,33,34,32,2287,1,0,1,,,,.8112274132123892,6
0,0,5,0,1,0,1,572,48,33,34,32,2285,1,0,1,,,,.8112274132123892,6
1,0,0,0,0,1,0,572,48,33,34,32,2288,1,0,1,1,1,.8112274132123892,.8112274132123892,6
0,0,0,0,0,0,1,573,49,18,24,19,2291,1,0,1,,,,.644510165590925,5
0,0,5,0,1,1,0,573,49,18,24,19,2292,1,0,1,,,,.644510165590925,5
0,9,1,1,0,0,0,573,49,18,24,19,2290,1,0,1,,,,.644510165590925,5
1,7,5,0,1,0,0,573,49,18,24,19,2289,1,0,1,,1,,.644510165590925,5
0,0,1,1,0,1,0,574,49,18,24,19,2295,1,0,1,,,,.644510165590925,5
0,0,5,0,0,0,1,574,49,18,24,19,2296,1,0,1,,,,.644510165590925,5
0,9,5,0,1,0,0,574,49,18,24,19,2294,1,0,1,,,,.644510165590925,5
1,7,0,0,1,0,0,574,49,18,24,19,2293,1,0,1,,1,,.644510165590925,5
0,7,1,0,1,0,0,575,49,18,24,19,2298,1,0,1,,,,.644510165590925,5
0,0,0,0,1,1,0,575,49,18,24,19,2299,1,0,1,,,,.644510165590925,5
0,9,5,0,0,0,0,575,49,18,24,19,2297,1,0,1,,,,.644510165590925,5
1,0,0,1,0,0,1,575,49,18,24,19,2300,1,0,1,,1,,.644510165590925,5
0,0,1,0,1,0,1,576,49,18,24,19,2301,1,0,1,,,,.644510165590925,5
0,0,5,0,1,1,0,576,49,18,24,19,2304,1,0,1,,,,.644510165590925,5
0,9,1,0,0,0,0,576,49,18,24,19,2302,1,0,1,,,,.644510165590925,5
1,7,0,1,0,0,0,576,49,18,24,19,2303,1,0,1,,1,,.644510165590925,5
0,0,0,1,0,1,0,577,49,18,24,19,2305,1,0,1,,,,.644510165590925,5
0,0,0,0,0,0,1,577,49,18,24,19,2307,1,0,1,,,,.644510165590925,5
0,9,1,0,1,0,0,577,49,18,24,19,2306,1,0,1,,,,.644510165590925,5
1,7,5,0,1,0,0,577,49,18,24,19,2308,1,0,1,,1,,.644510165590925,5
0,0,1,1,0,1,0,578,49,18,24,19,2311,1,0,1,,,,.644510165590925,5
0,9,0,0,0,0,0,578,49,18,24,19,2310,1,0,1,,,,.644510165590925,5
0,0,0,0,0,0,1,578,49,18,24,19,2309,1,0,1,,,,.644510165590925,5
1,7,5,0,1,0,0,578,49,18,24,19,2312,1,0,1,,1,,.644510165590925,5
0,0,1,0,0,1,0,579,49,18,24,19,2315,1,0,1,,,,.644510165590925,5
0,0,5,0,1,0,1,579,49,18,24,19,2313,1,0,1,,,,.644510165590925,5
0,9,0,0,0,0,0,579,49,18,24,19,2314,1,0,1,,,,.644510165590925,5
1,7,5,1,0,0,0,579,49,18,24,19,2316,1,0,1,,1,,.644510165590925,5
0,0,5,0,0,1,0,580,49,18,24,19,2320,1,0,1,,,,.644510165590925,5
0,0,1,1,0,0,1,580,49,18,24,19,2319,1,0,1,,,,.644510165590925,5
0,9,0,0,1,0,0,580,49,18,24,19,2317,1,0,1,,,,.644510165590925,5
1,7,1,0,0,0,0,580,49,18,24,19,2318,1,0,1,,1,,.644510165590925,5
0,9,0,0,1,0,0,581,49,18,24,19,2323,1,0,1,,,,.644510165590925,5
0,0,5,0,1,0,1,581,49,18,24,19,2321,1,0,1,,,,.644510165590925,5
0,0,5,0,0,1,0,581,49,18,24,19,2322,1,0,1,,,,.644510165590925,5
1,7,1,0,0,0,0,581,49,18,24,19,2324,1,0,1,,1,,.644510165590925,5
0,9,0,0,1,0,0,582,49,18,24,19,2328,1,0,1,,,,.644510165590925,5
0,0,5,1,0,1,0,582,49,18,24,19,2326,1,0,1,,,,.644510165590925,5
0,0,1,0,1,0,1,582,49,18,24,19,2325,1,0,1,,,,.644510165590925,5
1,7,0,0,0,0,0,582,49,18,24,19,2327,1,0,1,,1,,.644510165590925,5
0,0,0,0,1,1,0,583,49,18,24,19,2330,1,0,1,,,,.644510165590925,5
0,9,5,0,1,0,0,583,49,18,24,19,2329,1,0,1,,,,.644510165590925,5
0,0,5,1,0,0,1,583,49,18,24,19,2331,1,0,1,,,,.644510165590925,5
1,7,1,0,0,0,0,583,49,18,24,19,2332,1,0,1,,1,,.644510165590925,5
0,0,0,0,1,0,1,584,49,18,24,19,2336,1,0,1,,,,.644510165590925,5
0,0,1,0,1,1,0,584,49,18,24,19,2333,1,0,1,,,,.644510165590925,5
0,9,5,1,0,0,0,584,49,18,24,19,2335,1,0,1,,,,.644510165590925,5
1,7,5,0,0,0,0,584,49,18,24,19,2334,1,0,1,1,1,.644510165590925,.644510165590925,5
0,9,5,0,0,0,0,585,50,25,20,23,2337,1,0,1,,,,.4362918661237397,4
0,7,5,0,1,0,0,585,50,25,20,23,2340,1,0,1,,,,.4362918661237397,4
0,0,1,1,0,1,0,585,50,25,20,23,2339,1,0,1,,,,.4362918661237397,4
1,0,0,0,1,0,1,585,50,25,20,23,2338,1,0,1,,1,,.4362918661237397,4
0,9,5,0,0,0,0,586,50,25,20,23,2343,1,0,1,,,,.4362918661237397,4
0,0,0,0,1,0,1,586,50,25,20,23,2341,1,0,1,,,,.4362918661237397,4
0,0,5,0,0,1,0,586,50,25,20,23,2342,1,0,1,,,,.4362918661237397,4
1,7,1,0,1,0,0,586,50,25,20,23,2344,1,0,1,,1,,.4362918661237397,4
0,7,0,0,0,0,0,587,50,25,20,23,2348,1,0,1,,,,.4362918661237397,4
0,0,1,0,1,1,0,587,50,25,20,23,2345,1,0,1,,,,.4362918661237397,4
0,0,5,0,1,0,1,587,50,25,20,23,2347,1,0,1,,,,.4362918661237397,4
1,9,5,1,0,0,0,587,50,25,20,23,2346,1,0,1,,1,,.4362918661237397,4
0,0,1,0,1,1,0,588,50,25,20,23,2351,1,0,1,,,,.4362918661237397,4
0,0,1,0,0,0,1,588,50,25,20,23,2350,1,0,1,,,,.4362918661237397,4
0,7,5,0,0,0,0,588,50,25,20,23,2352,1,0,1,,,,.4362918661237397,4
1,9,0,0,1,0,0,588,50,25,20,23,2349,1,0,1,,1,,.4362918661237397,4
0,0,5,0,0,0,1,589,50,25,20,23,2353,1,0,1,,,,.4362918661237397,4
0,9,1,0,1,0,0,589,50,25,20,23,2355,1,0,1,,,,.4362918661237397,4
0,0,0,0,0,1,0,589,50,25,20,23,2354,1,0,1,,,,.4362918661237397,4
1,7,1,0,1,0,0,589,50,25,20,23,2356,1,0,1,,1,,.4362918661237397,4
0,7,5,0,0,0,0,590,50,25,20,23,2357,1,0,1,,,,.4362918661237397,4
0,0,1,0,1,1,0,590,50,25,20,23,2358,1,0,1,,,,.4362918661237397,4
0,0,0,0,1,0,1,590,50,25,20,23,2359,1,0,1,,,,.4362918661237397,4
1,9,1,0,0,0,0,590,50,25,20,23,2360,1,0,1,,1,,.4362918661237397,4
0,0,1,0,0,1,0,591,50,25,20,23,2362,1,0,1,,,,.4362918661237397,4
0,9,5,0,0,0,0,591,50,25,20,23,2361,1,0,1,,,,.4362918661237397,4
0,7,5,0,1,0,0,591,50,25,20,23,2363,1,0,1,,,,.4362918661237397,4
1,0,0,1,0,0,1,591,50,25,20,23,2364,1,0,1,,1,,.4362918661237397,4
0,0,1,0,1,0,1,592,50,25,20,23,2368,1,0,1,,,,.4362918661237397,4
0,9,5,0,0,0,0,592,50,25,20,23,2365,1,0,1,,,,.4362918661237397,4
0,7,0,0,0,0,0,592,50,25,20,23,2366,1,0,1,,,,.4362918661237397,4
1,0,0,0,1,1,0,592,50,25,20,23,2367,1,0,1,,1,,.4362918661237397,4
0,7,5,0,0,0,0,593,50,25,20,23,2371,1,0,1,,,,.4362918661237397,4
0,0,5,0,1,1,0,593,50,25,20,23,2372,1,0,1,,,,.4362918661237397,4
0,0,0,0,1,0,1,593,50,25,20,23,2369,1,0,1,,,,.4362918661237397,4
1,9,1,1,0,0,0,593,50,25,20,23,2370,1,0,1,,1,,.4362918661237397,4
0,0,5,0,1,1,0,594,50,25,20,23,2374,1,0,1,,,,.4362918661237397,4
0,9,1,1,0,0,0,594,50,25,20,23,2375,1,0,1,,,,.4362918661237397,4
0,0,1,0,0,0,1,594,50,25,20,23,2376,1,0,1,,,,.4362918661237397,4
1,7,0,0,1,0,0,594,50,25,20,23,2373,1,0,1,,1,,.4362918661237397,4
0,7,0,0,0,0,0,595,50,25,20,23,2379,1,0,1,,,,.4362918661237397,4
0,0,0,0,1,0,1,595,50,25,20,23,2380,1,0,1,,,,.4362918661237397,4
0,0,5,1,0,1,0,595,50,25,20,23,2377,1,0,1,,,,.4362918661237397,4
1,9,1,0,1,0,0,595,50,25,20,23,2378,1,0,1,,1,,.4362918661237397,4
0,0,1,0,1,0,1,596,50,25,20,23,2384,1,0,1,,,,.4362918661237397,4
0,9,5,0,1,0,0,596,50,25,20,23,2382,1,0,1,,,,.4362918661237397,4
0,0,1,0,1,1,0,596,50,25,20,23,2381,1,0,1,,,,.4362918661237397,4
1,7,0,1,0,0,0,596,50,25,20,23,2383,1,0,1,1,1,.4362918661237397,.4362918661237397,4
0,7,5,0,1,0,0,597,51,28,22,33,2385,1,0,1,,,,.3403526466214432,3
0,0,0,0,0,0,1,597,51,28,22,33,2387,1,0,1,,,,.3403526466214432,3
0,0,5,0,1,1,0,597,51,28,22,33,2388,1,0,1,,,,.3403526466214432,3
1,9,1,1,0,0,0,597,51,28,22,33,2386,1,0,1,,1,,.3403526466214432,3
0,9,5,0,1,0,0,598,51,28,22,33,2390,1,0,1,,,,.3403526466214432,3
0,0,1,1,0,1,0,598,51,28,22,33,2391,1,0,1,,,,.3403526466214432,3
0,0,5,0,0,0,1,598,51,28,22,33,2392,1,0,1,,,,.3403526466214432,3
1,7,0,0,1,0,0,598,51,28,22,33,2389,1,0,1,,1,,.3403526466214432,3
0,0,0,1,0,0,1,599,51,28,22,33,2396,1,0,1,,,,.3403526466214432,3
0,0,0,0,1,1,0,599,51,28,22,33,2395,1,0,1,,,,.3403526466214432,3
0,9,5,0,0,0,0,599,51,28,22,33,2393,1,0,1,,,,.3403526466214432,3
1,7,1,0,1,0,0,599,51,28,22,33,2394,1,0,1,,1,,.3403526466214432,3
0,0,1,0,1,0,1,600,51,28,22,33,2397,1,0,1,,,,.3403526466214432,3
0,9,1,0,0,0,0,600,51,28,22,33,2398,1,0,1,,,,.3403526466214432,3
0,0,5,0,1,1,0,600,51,28,22,33,2400,1,0,1,,,,.3403526466214432,3
1,7,0,1,0,0,0,600,51,28,22,33,2399,1,0,1,,1,,.3403526466214432,3
0,0,0,1,0,1,0,601,51,28,22,33,2401,1,0,1,,,,.3403526466214432,3
0,0,0,0,0,0,1,601,51,28,22,33,2403,1,0,1,,,,.3403526466214432,3
0,9,1,0,1,0,0,601,51,28,22,33,2402,1,0,1,,,,.3403526466214432,3
1,7,5,0,1,0,0,601,51,28,22,33,2404,1,0,1,,1,,.3403526466214432,3
0,9,0,0,0,0,0,602,51,28,22,33,2406,1,0,1,,,,.3403526466214432,3
0,0,1,1,0,1,0,602,51,28,22,33,2407,1,0,1,,,,.3403526466214432,3
0,0,0,0,0,0,1,602,51,28,22,33,2405,1,0,1,,,,.3403526466214432,3
1,7,5,0,1,0,0,602,51,28,22,33,2408,1,0,1,,1,,.3403526466214432,3
0,0,5,0,1,0,1,603,51,28,22,33,2409,1,0,1,,,,.3403526466214432,3
0,9,0,0,0,0,0,603,51,28,22,33,2410,1,0,1,,,,.3403526466214432,3
0,0,1,0,0,1,0,603,51,28,22,33,2411,1,0,1,,,,.3403526466214432,3
1,7,5,1,0,0,0,603,51,28,22,33,2412,1,0,1,,1,,.3403526466214432,3
0,9,0,0,1,0,0,604,51,28,22,33,2413,1,0,1,,,,.3403526466214432,3
0,0,5,0,0,1,0,604,51,28,22,33,2416,1,0,1,,,,.3403526466214432,3
0,0,1,1,0,0,1,604,51,28,22,33,2415,1,0,1,,,,.3403526466214432,3
1,7,1,0,0,0,0,604,51,28,22,33,2414,1,0,1,,1,,.3403526466214432,3
0,0,5,0,1,0,1,605,51,28,22,33,2417,1,0,1,,,,.3403526466214432,3
0,7,1,0,0,0,0,605,51,28,22,33,2420,1,0,1,,,,.3403526466214432,3
0,0,5,0,0,1,0,605,51,28,22,33,2418,1,0,1,,,,.3403526466214432,3
1,9,0,0,1,0,0,605,51,28,22,33,2419,1,0,1,,1,,.3403526466214432,3
0,0,5,1,0,1,0,606,51,28,22,33,2422,1,0,1,,,,.3403526466214432,3
0,7,0,0,0,0,0,606,51,28,22,33,2423,1,0,1,,,,.3403526466214432,3
0,0,1,0,1,0,1,606,51,28,22,33,2421,1,0,1,,,,.3403526466214432,3
1,9,0,0,1,0,0,606,51,28,22,33,2424,1,0,1,,1,,.3403526466214432,3
0,7,1,0,0,0,0,607,51,28,22,33,2428,1,0,1,,,,.3403526466214432,3
0,0,5,1,0,0,1,607,51,28,22,33,2427,1,0,1,,,,.3403526466214432,3
0,0,0,0,1,1,0,607,51,28,22,33,2426,1,0,1,,,,.3403526466214432,3
1,9,5,0,1,0,0,607,51,28,22,33,2425,1,0,1,,1,,.3403526466214432,3
0,0,0,0,1,0,1,608,51,28,22,33,2432,1,0,1,,,,.3403526466214432,3
0,0,1,0,1,1,0,608,51,28,22,33,2429,1,0,1,,,,.3403526466214432,3
0,7,5,0,0,0,0,608,51,28,22,33,2430,1,0,1,,,,.3403526466214432,3
1,9,5,1,0,0,0,608,51,28,22,33,2431,1,0,1,1,1,.3403526466214432,.3403526466214432,3
0,0,5,0,1,1,0,609,52,34,16,32,2433,1,0,1,,,,.2883317302421152,3
0,0,1,0,1,0,1,609,52,34,16,32,2435,1,0,1,,,,.2883317302421152,3
0,7,5,0,0,0,0,609,52,34,16,32,2436,1,0,1,,,,.2883317302421152,3
1,9,0,1,0,0,0,609,52,34,16,32,2434,1,0,1,,1,,.2883317302421152,3
0,9,1,0,0,0,0,610,52,34,16,32,2440,1,0,1,,,,.2883317302421152,3
0,0,5,1,0,0,1,610,52,34,16,32,2437,1,0,1,,,,.2883317302421152,3
0,7,1,0,0,0,0,610,52,34,16,32,2438,1,0,1,,,,.2883317302421152,3
1,0,0,0,0,1,0,610,52,34,16,32,2439,1,0,1,,1,,.2883317302421152,3
0,0,1,0,0,0,1,611,52,34,16,32,2444,1,0,1,,,,.2883317302421152,3
0,0,1,0,0,1,0,611,52,34,16,32,2441,1,0,1,,,,.2883317302421152,3
0,7,5,0,1,0,0,611,52,34,16,32,2442,1,0,1,,,,.2883317302421152,3
1,0,0,0,0,1,0,611,52,34,16,32,2443,1,0,1,,1,,.2883317302421152,3
0,0,1,0,1,0,1,612,52,34,16,32,2447,1,0,1,,,,.2883317302421152,3
0,0,5,1,0,1,0,612,52,34,16,32,2448,1,0,1,,,,.2883317302421152,3
0,7,0,0,0,0,0,612,52,34,16,32,2446,1,0,1,,,,.2883317302421152,3
1,9,0,0,1,0,0,612,52,34,16,32,2445,1,0,1,,1,,.2883317302421152,3
0,0,1,0,1,0,1,613,52,34,16,32,2450,1,0,1,,,,.2883317302421152,3
0,7,5,1,0,0,0,613,52,34,16,32,2449,1,0,1,,,,.2883317302421152,3
0,9,0,0,0,0,0,613,52,34,16,32,2452,1,0,1,,,,.2883317302421152,3
1,0,0,0,0,1,0,613,52,34,16,32,2451,1,0,1,,1,,.2883317302421152,3
0,9,1,1,0,0,0,614,52,34,16,32,2455,1,0,1,,,,.2883317302421152,3
0,0,5,0,1,1,0,614,52,34,16,32,2453,1,0,1,,,,.2883317302421152,3
0,0,5,0,0,0,1,614,52,34,16,32,2454,1,0,1,,,,.2883317302421152,3
1,7,0,0,1,0,0,614,52,34,16,32,2456,1,0,1,,1,,.2883317302421152,3
0,0,5,0,1,1,0,615,52,34,16,32,2460,1,0,1,,,,.2883317302421152,3
0,0,1,0,0,0,1,615,52,34,16,32,2457,1,0,1,,,,.2883317302421152,3
0,7,0,0,0,0,0,615,52,34,16,32,2458,1,0,1,,,,.2883317302421152,3
1,9,0,1,0,0,0,615,52,34,16,32,2459,1,0,1,,1,,.2883317302421152,3
0,9,1,1,0,0,0,616,52,34,16,32,2461,1,0,1,,,,.2883317302421152,3
0,0,5,0,0,0,1,616,52,34,16,32,2464,1,0,1,,,,.2883317302421152,3
0,7,1,0,1,0,0,616,52,34,16,32,2462,1,0,1,,,,.2883317302421152,3
1,0,0,0,1,1,0,616,52,34,16,32,2463,1,0,1,,1,,.2883317302421152,3
0,0,1,0,1,0,1,617,52,34,16,32,2467,1,0,1,,,,.2883317302421152,3
0,0,5,0,0,1,0,617,52,34,16,32,2465,1,0,1,,,,.2883317302421152,3
0,9,0,0,0,0,0,617,52,34,16,32,2468,1,0,1,,,,.2883317302421152,3
1,7,0,1,0,0,0,617,52,34,16,32,2466,1,0,1,,1,,.2883317302421152,3
0,0,5,1,0,0,1,618,52,34,16,32,2469,1,0,1,,,,.2883317302421152,3
0,9,1,0,0,0,0,618,52,34,16,32,2472,1,0,1,,,,.2883317302421152,3
0,7,1,0,1,0,0,618,52,34,16,32,2470,1,0,1,,,,.2883317302421152,3
1,0,0,0,0,1,0,618,52,34,16,32,2471,1,0,1,,1,,.2883317302421152,3
0,7,1,0,0,0,0,619,52,34,16,32,2473,1,0,1,,,,.2883317302421152,3
0,0,1,1,0,0,1,619,52,34,16,32,2476,1,0,1,,,,.2883317302421152,3
0,0,5,0,0,1,0,619,52,34,16,32,2475,1,0,1,,,,.2883317302421152,3
1,9,0,0,1,0,0,619,52,34,16,32,2474,1,0,1,,1,,.2883317302421152,3
0,0,5,1,0,1,0,620,52,34,16,32,2480,1,0,1,,,,.2883317302421152,3
0,9,0,0,1,0,0,620,52,34,16,32,2477,1,0,1,,,,.2883317302421152,3
0,0,1,0,1,0,1,620,52,34,16,32,2479,1,0,1,,,,.2883317302421152,3
1,7,0,0,0,0,0,620,52,34,16,32,2478,1,0,1,1,1,.2883317302421152,.2883317302421152,3
0,0,0,0,0,0,1,621,53,30,24,27,2483,1,0,1,,,,.1052009157955459,1
0,0,5,0,0,0,1,621,53,30,24,27,2484,1,0,1,,,,.1052009157955459,1
0,9,5,0,1,0,0,621,53,30,24,27,2481,1,0,1,,,,.1052009157955459,1
1,7,1,0,0,0,0,621,53,30,24,27,2482,1,0,1,,1,,.1052009157955459,1
0,0,1,0,1,1,0,622,53,30,24,27,2485,1,0,1,,,,.1052009157955459,1
0,9,5,1,0,0,0,622,53,30,24,27,2487,1,0,1,,,,.1052009157955459,1
0,0,5,1,0,0,1,622,53,30,24,27,2486,1,0,1,,,,.1052009157955459,1
1,7,0,0,1,0,0,622,53,30,24,27,2488,1,0,1,,1,,.1052009157955459,1
0,9,0,0,0,0,0,623,53,30,24,27,2491,1,0,1,,,,.1052009157955459,1
0,0,1,0,1,0,1,623,53,30,24,27,2489,1,0,1,,,,.1052009157955459,1
0,0,5,0,1,1,0,623,53,30,24,27,2492,1,0,1,,,,.1052009157955459,1
1,7,0,0,0,0,0,623,53,30,24,27,2490,1,0,1,,1,,.1052009157955459,1
0,9,1,1,0,0,0,624,53,30,24,27,2493,1,0,1,,,,.1052009157955459,1
0,0,5,0,1,0,1,624,53,30,24,27,2496,1,0,1,,,,.1052009157955459,1
0,0,5,0,1,1,0,624,53,30,24,27,2494,1,0,1,,,,.1052009157955459,1
1,7,0,0,0,0,0,624,53,30,24,27,2495,1,0,1,,1,,.1052009157955459,1
0,9,5,0,0,0,0,625,53,30,24,27,2497,1,0,1,,,,.1052009157955459,1
0,0,1,1,0,1,0,625,53,30,24,27,2499,1,0,1,,,,.1052009157955459,1
0,0,0,0,1,0,1,625,53,30,24,27,2498,1,0,1,,,,.1052009157955459,1
1,7,5,0,1,0,0,625,53,30,24,27,2500,1,0,1,,1,,.1052009157955459,1
0,0,5,0,0,1,0,626,53,30,24,27,2502,1,0,1,,,,.1052009157955459,1
0,9,5,0,0,0,0,626,53,30,24,27,2503,1,0,1,,,,.1052009157955459,1
0,0,0,0,1,0,1,626,53,30,24,27,2501,1,0,1,,,,.1052009157955459,1
1,7,1,0,1,0,0,626,53,30,24,27,2504,1,0,1,,1,,.1052009157955459,1
0,0,1,0,1,1,0,627,53,30,24,27,2505,1,0,1,,,,.1052009157955459,1
0,9,5,1,0,0,0,627,53,30,24,27,2506,1,0,1,,,,.1052009157955459,1
0,0,5,0,1,0,1,627,53,30,24,27,2507,1,0,1,,,,.1052009157955459,1
1,7,0,0,0,0,0,627,53,30,24,27,2508,1,0,1,,1,,.1052009157955459,1
0,0,1,0,0,0,1,628,53,30,24,27,2510,1,0,1,,,,.1052009157955459,1
0,0,1,0,1,1,0,628,53,30,24,27,2511,1,0,1,,,,.1052009157955459,1
0,9,0,0,1,0,0,628,53,30,24,27,2509,1,0,1,,,,.1052009157955459,1
1,7,5,0,0,0,0,628,53,30,24,27,2512,1,0,1,,1,,.1052009157955459,1
0,0,0,0,0,1,0,629,53,30,24,27,2514,1,0,1,,,,.1052009157955459,1
0,9,1,0,1,0,0,629,53,30,24,27,2515,1,0,1,,,,.1052009157955459,1
0,0,5,0,0,0,1,629,53,30,24,27,2513,1,0,1,,,,.1052009157955459,1
1,7,1,0,1,0,0,629,53,30,24,27,2516,1,0,1,,1,,.1052009157955459,1
0,0,0,0,1,0,1,630,53,30,24,27,2519,1,0,1,,,,.1052009157955459,1
0,0,1,0,1,1,0,630,53,30,24,27,2518,1,0,1,,,,.1052009157955459,1
0,9,1,0,0,0,0,630,53,30,24,27,2520,1,0,1,,,,.1052009157955459,1
1,7,5,0,0,0,0,630,53,30,24,27,2517,1,0,1,,1,,.1052009157955459,1
0,0,1,0,0,1,0,631,53,30,24,27,2522,1,0,1,,,,.1052009157955459,1
0,0,0,1,0,0,1,631,53,30,24,27,2524,1,0,1,,,,.1052009157955459,1
0,9,5,0,0,0,0,631,53,30,24,27,2521,1,0,1,,,,.1052009157955459,1
1,7,5,0,1,0,0,631,53,30,24,27,2523,1,0,1,,1,,.1052009157955459,1
0,0,1,0,1,0,1,632,53,30,24,27,2528,1,0,1,,,,.1052009157955459,1
0,0,0,0,1,1,0,632,53,30,24,27,2527,1,0,1,,,,.1052009157955459,1
0,9,5,0,0,0,0,632,53,30,24,27,2525,1,0,1,,,,.1052009157955459,1
1,7,0,0,0,0,0,632,53,30,24,27,2526,1,0,1,1,1,.1052009157955459,.1052009157955459,1
0,7,1,0,0,0,0,633,54,31,23,22,2530,1,0,1,,,,.2903025032599654,3
0,0,5,0,1,0,1,633,54,31,23,22,2532,1,0,1,,,,.2903025032599654,3
0,0,0,1,0,1,0,633,54,31,23,22,2529,1,0,1,,,,.2903025032599654,3
1,9,5,0,1,0,0,633,54,31,23,22,2531,1,0,1,,1,,.2903025032599654,3
0,7,1,0,0,0,0,634,54,31,23,22,2535,1,0,1,,,,.2903025032599654,3
0,0,0,0,0,0,1,634,54,31,23,22,2534,1,0,1,,,,.2903025032599654,3
0,9,5,0,1,0,0,634,54,31,23,22,2533,1,0,1,,,,.2903025032599654,3
1,0,0,1,0,1,0,634,54,31,23,22,2536,1,0,1,,1,,.2903025032599654,3
0,9,1,0,0,0,0,635,54,31,23,22,2540,1,0,1,,,,.2903025032599654,3
0,0,0,0,1,1,0,635,54,31,23,22,2538,1,0,1,,,,.2903025032599654,3
0,0,5,0,1,0,1,635,54,31,23,22,2539,1,0,1,,,,.2903025032599654,3
1,7,0,0,0,0,0,635,54,31,23,22,2537,1,0,1,,1,,.2903025032599654,3
0,9,0,0,1,0,0,636,54,31,23,22,2544,1,0,1,,,,.2903025032599654,3
0,0,5,0,0,1,0,636,54,31,23,22,2543,1,0,1,,,,.2903025032599654,3
0,0,1,0,0,0,1,636,54,31,23,22,2542,1,0,1,,,,.2903025032599654,3
1,7,5,1,0,0,0,636,54,31,23,22,2541,1,0,1,,1,,.2903025032599654,3
0,0,1,0,0,1,0,637,54,31,23,22,2546,1,0,1,,,,.2903025032599654,3
