choice,pf,cl,loc,wk,tod,seas,chid,id,x1,samplesplit
0,0,0,0,0,0,1,316,27,49,3
0,7,5,0,1,0,0,316,27,49,3
0,0,0,0,0,0,1,317,27,49,3
0,9,0,0,0,0,0,317,27,49,3
1,0,1,1,0,1,0,317,27,49,3
0,7,5,0,1,0,0,317,27,49,3
0,0,5,0,1,0,1,318,27,49,3
0,9,0,0,0,0,0,318,27,49,3
0,0,1,0,0,1,0,318,27,49,3
1,7,5,1,0,0,0,318,27,49,3
0,9,0,0,1,0,0,319,27,49,3
0,7,1,0,0,0,0,319,27,49,3
1,0,1,1,0,0,1,319,27,49,3
0,0,5,0,0,1,0,319,27,49,3
0,0,5,0,1,0,1,320,27,49,3
0,0,5,0,0,1,0,320,27,49,3
1,9,0,0,1,0,0,320,27,49,3
0,7,1,0,0,0,0,320,27,49,3
1,0,1,0,1,0,1,321,27,49,3
0,0,5,1,0,1,0,321,27,49,3
0,7,0,0,0,0,0,321,27,49,3
0,9,0,0,1,0,0,321,27,49,3
0,9,5,0,1,0,0,322,27,49,3
1,0,0,0,1,1,0,322,27,49,3
0,0,5,1,0,0,1,322,27,49,3
0,7,1,0,0,0,0,322,27,49,3
0,0,1,0,1,1,0,323,27,49,3
0,7,5,0,0,0,0,323,27,49,3
0,9,5,1,0,0,0,323,27,49,3
1,0,0,0,1,0,1,323,27,49,3
1,7,5,0,1,0,0,324,28,51,1
0,9,1,1,0,0,0,324,28,51,1
0,0,0,0,0,0,1,324,28,51,1
0,0,5,0,1,1,0,324,28,51,1
1,7,0,0,1,0,0,325,28,51,1
0,9,5,0,1,0,0,325,28,51,1
0,0,1,1,0,1,0,325,28,51,1
0,0,5,0,0,0,1,325,28,51,1
0,9,5,0,0,0,0,326,28,51,1
1,7,1,0,1,0,0,326,28,51,1
0,0,0,0,1,1,0,326,28,51,1
0,0,0,1,0,0,1,326,28,51,1
0,0,1,0,1,0,1,327,28,51,1
0,9,1,0,0,0,0,327,28,51,1
1,7,0,1,0,0,0,327,28,51,1
0,0,5,0,1,1,0,327,28,51,1
0,0,0,1,0,1,0,328,28,51,1
0,9,1,0,1,0,0,328,28,51,1
0,0,0,0,0,0,1,328,28,51,1
1,7,5,0,1,0,0,328,28,51,1
0,0,0,0,0,0,1,329,28,51,1
0,9,0,0,0,0,0,329,28,51,1
0,0,1,1,0,1,0,329,28,51,1
1,7,5,0,1,0,0,329,28,51,1
0,0,5,0,1,0,1,330,28,51,1
0,9,0,0,0,0,0,330,28,51,1
0,0,1,0,0,1,0,330,28,51,1
1,7,5,1,0,0,0,330,28,51,1
1,9,0,0,1,0,0,331,28,51,1
0,7,1,0,0,0,0,331,28,51,1
0,0,1,1,0,0,1,331,28,51,1
0,0,5,0,0,1,0,331,28,51,1
0,0,5,0,1,0,1,332,28,51,1
0,0,5,0,0,1,0,332,28,51,1
0,9,0,0,1,0,0,332,28,51,1
1,7,1,0,0,0,0,332,28,51,1
0,0,1,0,1,0,1,333,28,51,1
0,0,5,1,0,1,0,333,28,51,1
0,7,0,0,0,0,0,333,28,51,1
1,9,0,0,1,0,0,333,28,51,1
1,9,5,0,1,0,0,334,28,51,1
0,0,0,0,1,1,0,334,28,51,1
0,0,5,1,0,0,1,334,28,51,1
0,7,1,0,0,0,0,334,28,51,1
0,0,1,0,1,1,0,335,28,51,1
0,7,5,0,0,0,0,335,28,51,1
1,9,5,1,0,0,0,335,28,51,1
0,0,0,0,1,0,1,335,28,51,1
0,0,0,1,0,1,0,336,29,53,3
1,7,1,0,0,0,0,336,29,53,3
0,9,5,0,1,0,0,336,29,53,3
0,0,5,0,1,0,1,336,29,53,3
0,9,5,0,1,0,0,337,29,53,3
0,0,0,0,0,0,1,337,29,53,3
0,7,1,0,0,0,0,337,29,53,3
1,0,0,1,0,1,0,337,29,53,3
1,7,0,0,0,0,0,338,29,53,3
0,0,0,0,1,1,0,338,29,53,3
0,0,5,0,1,0,1,338,29,53,3
0,9,1,0,0,0,0,338,29,53,3
0,7,5,1,0,0,0,339,29,53,3
0,0,1,0,0,0,1,339,29,53,3
0,0,5,0,0,1,0,339,29,53,3
1,9,0,0,1,0,0,339,29,53,3
0,0,0,0,1,0,1,340,29,53,3
0,0,1,0,0,1,0,340,29,53,3
1,9,0,0,1,0,0,340,29,53,3
0,7,5,1,0,0,0,340,29,53,3
0,0,5,0,0,0,1,341,29,53,3
0,0,1,0,0,1,0,341,29,53,3
0,9,5,1,0,0,0,341,29,53,3
1,7,0,0,1,0,0,341,29,53,3
0,9,5,0,1,0,0,342,29,53,3
0,0,0,0,1,1,0,342,29,53,3
0,0,5,1,0,0,1,342,29,53,3
1,7,1,0,0,0,0,342,29,53,3
0,9,1,0,1,0,0,343,29,53,3
1,7,0,1,0,0,0,343,29,53,3
0,0,5,0,1,1,0,343,29,53,3
0,0,0,0,0,0,1,343,29,53,3
1,0,0,0,0,1,0,344,29,53,3
0,9,1,0,0,0,0,344,29,53,3
0,0,5,0,0,0,1,344,29,53,3
0,0,5,0,1,0,1,344,29,53,3
0,9,5,0,1,0,0,345,29,53,3
0,0,5,0,0,0,1,345,29,53,3
0,7,1,0,0,0,0,345,29,53,3
1,0,0,0,0,1,0,345,29,53,3
0,7,1,0,0,0,0,346,29,53,3
1,0,0,0,0,1,0,346,29,53,3
0,0,5,1,0,0,1,346,29,53,3
0,9,5,0,1,0,0,346,29,53,3
0,0,0,0,0,1,0,347,29,53,3
0,0,1,0,1,0,1,347,29,53,3
1,7,5,0,0,0,0,347,29,53,3
0,9,0,0,0,0,0,347,29,53,3
1,7,5,1,0,0,0,348,30,55,7
0,0,1,0,1,0,1,348,30,55,7
0,0,0,0,0,1,0,348,30,55,7
0,9,0,0,0,0,0,348,30,55,7
0,0,5,0,1,1,0,349,30,55,7
0,0,5,0,0,0,1,349,30,55,7
0,9,1,1,0,0,0,349,30,55,7
1,7,0,0,1,0,0,349,30,55,7
0,0,1,0,0,0,1,350,30,55,7
0,7,0,0,0,0,0,350,30,55,7
1,9,0,1,0,0,0,350,30,55,7
0,0,5,0,1,1,0,350,30,55,7
0,9,1,1,0,0,0,351,30,55,7
1,7,1,0,1,0,0,351,30,55,7
0,0,0,0,1,1,0,351,30,55,7
0,0,5,0,0,0,1,351,30,55,7
0,0,5,0,0,1,0,352,30,55,7
1,7,0,1,0,0,0,352,30,55,7
0,0,1,0,1,0,1,352,30,55,7
0,9,0,0,0,0,0,352,30,55,7
0,0,5,1,0,0,1,353,30,55,7
1,7,1,0,1,0,0,353,30,55,7
0,0,0,0,0,1,0,353,30,55,7
0,9,1,0,0,0,0,353,30,55,7
1,7,1,0,0,0,0,354,30,55,7
0,9,0,0,1,0,0,354,30,55,7
0,0,5,0,0,1,0,354,30,55,7
0,0,1,1,0,0,1,354,30,55,7
0,9,0,0,1,0,0,355,30,55,7
1,7,0,0,0,0,0,355,30,55,7
0,0,1,0,1,0,1,355,30,55,7
0,0,5,1,0,1,0,355,30,55,7
0,0,0,1,0,0,1,356,30,55,7
0,0,1,0,0,1,0,356,30,55,7
1,9,1,0,0,0,0,356,30,55,7
0,9,5,0,1,0,0,356,30,55,7
1,9,0,0,1,0,0,357,30,55,7
0,7,5,0,0,0,0,357,30,55,7
0,0,1,1,0,0,1,357,30,55,7
0,0,0,0,0,1,0,357,30,55,7
0,0,1,0,1,0,1,358,30,55,7
1,9,0,0,1,0,0,358,30,55,7
0,0,0,0,0,1,0,358,30,55,7
0,7,5,1,0,0,0,358,30,55,7
0,0,5,0,1,0,1,359,30,55,7
0,9,0,0,1,0,0,359,30,55,7
1,7,1,0,0,0,0,359,30,55,7
0,0,0,0,0,1,0,359,30,55,7
0,0,5,0,1,1,0,360,31,57,7
1,9,0,1,0,0,0,360,31,57,7
0,0,1,0,1,0,1,360,31,57,7
0,7,5,0,0,0,0,360,31,57,7
0,0,5,1,0,0,1,361,31,57,7
0,7,1,0,0,0,0,361,31,57,7
1,0,0,0,0,1,0,361,31,57,7
0,9,1,0,0,0,0,361,31,57,7
0,0,1,0,0,1,0,362,31,57,7
1,7,5,0,1,0,0,362,31,57,7
0,0,0,0,0,1,0,362,31,57,7
0,0,1,0,0,0,1,362,31,57,7
0,9,0,0,1,0,0,363,31,57,7
1,7,0,0,0,0,0,363,31,57,7
0,0,1,0,1,0,1,363,31,57,7
0,0,5,1,0,1,0,363,31,57,7
0,7,5,1,0,0,0,364,31,57,7
1,0,1,0,1,0,1,364,31,57,7
0,0,0,0,0,1,0,364,31,57,7
0,9,0,0,0,0,0,364,31,57,7
0,0,5,0,1,1,0,365,31,57,7
1,0,5,0,0,0,1,365,31,57,7
0,9,1,1,0,0,0,365,31,57,7
0,7,0,0,1,0,0,365,31,57,7
0,0,1,0,0,0,1,366,31,57,7
1,7,0,0,0,0,0,366,31,57,7
0,9,0,1,0,0,0,366,31,57,7
0,0,5,0,1,1,0,366,31,57,7
0,9,1,1,0,0,0,367,31,57,7
0,7,1,0,1,0,0,367,31,57,7
1,0,0,0,1,1,0,367,31,57,7
0,0,5,0,0,0,1,367,31,57,7
0,0,5,0,0,1,0,368,31,57,7
1,7,0,1,0,0,0,368,31,57,7
0,0,1,0,1,0,1,368,31,57,7
0,9,0,0,0,0,0,368,31,57,7
0,0,5,1,0,0,1,369,31,57,7
1,7,1,0,1,0,0,369,31,57,7
0,0,0,0,0,1,0,369,31,57,7
0,9,1,0,0,0,0,369,31,57,7
0,7,1,0,0,0,0,370,31,57,7
0,9,0,0,1,0,0,370,31,57,7
1,0,5,0,0,1,0,370,31,57,7
0,0,1,1,0,0,1,370,31,57,7
0,9,0,0,1,0,0,371,31,57,7
1,7,0,0,0,0,0,371,31,57,7
0,0,1,0,1,0,1,371,31,57,7
0,0,5,1,0,1,0,371,31,57,7
0,9,5,0,0,0,0,372,32,59,4
0,0,0,0,1,0,1,372,32,59,4
1,0,1,1,0,1,0,372,32,59,4
0,7,5,0,1,0,0,372,32,59,4
1,0,0,0,1,0,1,373,32,59,4
0,0,5,0,0,1,0,373,32,59,4
0,9,5,0,0,0,0,373,32,59,4
0,7,1,0,1,0,0,373,32,59,4
1,0,1,0,1,1,0,374,32,59,4
0,9,5,1,0,0,0,374,32,59,4
0,0,5,0,1,0,1,374,32,59,4
0,7,0,0,0,0,0,374,32,59,4
0,9,0,0,1,0,0,375,32,59,4
0,0,1,0,0,0,1,375,32,59,4
1,0,1,0,1,1,0,375,32,59,4
0,7,5,0,0,0,0,375,32,59,4
0,0,5,0,0,0,1,376,32,59,4
0,0,0,0,0,1,0,376,32,59,4
0,9,1,0,1,0,0,376,32,59,4
1,7,1,0,1,0,0,376,32,59,4
0,7,5,0,0,0,0,377,32,59,4
0,0,1,0,1,1,0,377,32,59,4
0,0,0,0,1,0,1,377,32,59,4
1,9,1,0,0,0,0,377,32,59,4
0,9,5,0,0,0,0,378,32,59,4
0,0,1,0,0,1,0,378,32,59,4
1,7,5,0,1,0,0,378,32,59,4
0,0,0,1,0,0,1,378,32,59,4
0,9,5,0,0,0,0,379,32,59,4
0,7,0,0,0,0,0,379,32,59,4
0,0,0,0,1,1,0,379,32,59,4
1,0,1,0,1,0,1,379,32,59,4
0,0,0,0,1,0,1,380,32,59,4
1,9,1,1,0,0,0,380,32,59,4
0,7,5,0,0,0,0,380,32,59,4
0,0,5,0,1,1,0,380,32,59,4
0,7,0,0,1,0,0,381,32,59,4
0,0,5,0,1,1,0,381,32,59,4
1,9,1,1,0,0,0,381,32,59,4
0,0,1,0,0,0,1,381,32,59,4
0,0,5,1,0,1,0,382,32,59,4
1,9,1,0,1,0,0,382,32,59,4
0,7,0,0,0,0,0,382,32,59,4
0,0,0,0,1,0,1,382,32,59,4
0,0,1,0,1,1,0,383,32,59,4
1,9,5,0,1,0,0,383,32,59,4
0,7,0,1,0,0,0,383,32,59,4
0,0,1,0,1,0,1,383,32,59,4
0,9,0,0,0,0,0,384,33,61,2
0,0,0,0,1,0,1,384,33,61,2
0,0,1,1,0,1,0,384,33,61,2
1,7,5,0,1,0,0,384,33,61,2
0,0,0,0,0,1,0,385,33,61,2
0,7,5,0,0,0,0,385,33,61,2
0,0,0,1,0,0,1,385,33,61,2
1,9,1,0,1,0,0,385,33,61,2
0,0,1,0,0,1,0,386,33,61,2
0,9,5,0,1,0,0,386,33,61,2
0,0,5,0,1,0,1,386,33,61,2
1,7,0,0,0,0,0,386,33,61,2
1,9,0,1,0,0,0,387,33,61,2
0,7,5,0,0,0,0,387,33,61,2
0,0,1,0,1,0,1,387,33,61,2
0,0,1,0,0,1,0,387,33,61,2
0,0,0,1,0,1,0,388,33,61,2
1,7,1,0,0,0,0,388,33,61,2
0,9,5,0,1,0,0,388,33,61,2
0,0,5,0,1,0,1,388,33,61,2
0,9,5,0,1,0,0,389,33,61,2
0,0,0,0,0,0,1,389,33,61,2
0,7,1,0,0,0,0,389,33,61,2
1,0,0,1,0,1,0,389,33,61,2
1,7,0,0,0,0,0,390,33,61,2
0,0,0,0,1,1,0,390,33,61,2
0,0,5,0,1,0,1,390,33,61,2
0,9,1,0,0,0,0,390,33,61,2
1,7,5,1,0,0,0,391,33,61,2
0,0,1,0,0,0,1,391,33,61,2
0,0,5,0,0,1,0,391,33,61,2
0,9,0,0,1,0,0,391,33,61,2
0,0,0,0,1,0,1,392,33,61,2
0,0,1,0,0,1,0,392,33,61,2
1,9,0,0,1,0,0,392,33,61,2
0,7,5,1,0,0,0,392,33,61,2
0,0,5,0,0,0,1,393,33,61,2
0,0,1,0,0,1,0,393,33,61,2
0,9,5,1,0,0,0,393,33,61,2
1,7,0,0,1,0,0,393,33,61,2
0,9,5,0,1,0,0,394,33,61,2
1,0,0,0,1,1,0,394,33,61,2
0,0,5,1,0,0,1,394,33,61,2
0,7,1,0,0,0,0,394,33,61,2
0,9,1,0,1,0,0,395,33,61,2
1,7,0,1,0,0,0,395,33,61,2
0,0,5,0,1,1,0,395,33,61,2
0,0,0,0,0,0,1,395,33,61,2
0,9,5,0,1,0,0,396,34,63,1
1,7,1,0,0,0,0,396,34,63,1
0,0,0,0,0,0,1,396,34,63,1
0,0,5,0,0,0,1,396,34,63,1
1,0,1,0,1,1,0,397,34,63,1
0,0,5,1,0,0,1,397,34,63,1
0,9,5,1,0,0,0,397,34,63,1
0,7,0,0,1,0,0,397,34,63,1
0,0,1,0,1,0,1,398,34,63,1
0,7,0,0,0,0,0,398,34,63,1
0,9,0,0,0,0,0,398,34,63,1
1,0,5,0,1,1,0,398,34,63,1
0,9,1,1,0,0,0,399,34,63,1
1,0,5,0,1,1,0,399,34,63,1
0,7,0,0,0,0,0,399,34,63,1
0,0,5,0,1,0,1,399,34,63,1
0,9,5,0,0,0,0,400,34,63,1
0,0,0,0,1,0,1,400,34,63,1
1,0,1,1,0,1,0,400,34,63,1
0,7,5,0,1,0,0,400,34,63,1
0,0,0,0,1,0,1,401,34,63,1
0,0,5,0,0,1,0,401,34,63,1
0,9,5,0,0,0,0,401,34,63,1
1,7,1,0,1,0,0,401,34,63,1
0,0,1,0,1,1,0,402,34,63,1
1,9,5,1,0,0,0,402,34,63,1
0,0,5,0,1,0,1,402,34,63,1
0,7,0,0,0,0,0,402,34,63,1
0,9,0,0,1,0,0,403,34,63,1
0,0,1,0,0,0,1,403,34,63,1
0,0,1,0,1,1,0,403,34,63,1
1,7,5,0,0,0,0,403,34,63,1
0,0,5,0,0,0,1,404,34,63,1
0,0,0,0,0,1,0,404,34,63,1
0,9,1,0,1,0,0,404,34,63,1
1,7,1,0,1,0,0,404,34,63,1
0,7,5,0,0,0,0,405,34,63,1
1,0,1,0,1,1,0,405,34,63,1
0,0,0,0,1,0,1,405,34,63,1
0,9,1,0,0,0,0,405,34,63,1
0,9,5,0,0,0,0,406,34,63,1
0,0,1,0,0,1,0,406,34,63,1
0,7,5,0,1,0,0,406,34,63,1
1,0,0,1,0,0,1,406,34,63,1
0,9,5,0,0,0,0,407,34,63,1
0,7,0,0,0,0,0,407,34,63,1
0,0,0,0,1,1,0,407,34,63,1
1,0,1,0,1,0,1,407,34,63,1
1,7,5,1,0,0,0,408,35,65,1
0,0,1,0,1,0,1,408,35,65,1
0,0,0,0,0,1,0,408,35,65,1
0,9,0,0,0,0,0,408,35,65,1
0,0,5,0,1,1,0,409,35,65,1
0,0,5,0,0,0,1,409,35,65,1
0,9,1,1,0,0,0,409,35,65,1
1,7,0,0,1,0,0,409,35,65,1
0,0,1,0,0,0,1,410,35,65,1
1,7,0,0,0,0,0,410,35,65,1
0,9,0,1,0,0,0,410,35,65,1
0,0,5,0,1,1,0,410,35,65,1
0,9,1,1,0,0,0,411,35,65,1
1,7,1,0,1,0,0,411,35,65,1
0,0,0,0,1,1,0,411,35,65,1
0,0,5,0,0,0,1,411,35,65,1
0,0,5,0,0,1,0,412,35,65,1
1,7,0,1,0,0,0,412,35,65,1
0,0,1,0,1,0,1,412,35,65,1
0,9,0,0,0,0,0,412,35,65,1
0,0,5,1,0,0,1,413,35,65,1
1,7,1,0,1,0,0,413,35,65,1
0,0,0,0,0,1,0,413,35,65,1
0,9,1,0,0,0,0,413,35,65,1
1,7,1,0,0,0,0,414,35,65,1
0,9,0,0,1,0,0,414,35,65,1
0,0,5,0,0,1,0,414,35,65,1
0,0,1,1,0,0,1,414,35,65,1
0,9,0,0,1,0,0,415,35,65,1
1,7,0,0,0,0,0,415,35,65,1
0,0,1,0,1,0,1,415,35,65,1
0,0,5,1,0,1,0,415,35,65,1
1,0,0,1,0,0,1,416,35,65,1
0,0,1,0,0,1,0,416,35,65,1
0,9,1,0,0,0,0,416,35,65,1
0,9,5,0,1,0,0,416,35,65,1
1,9,0,0,1,0,0,417,35,65,1
0,7,5,0,0,0,0,417,35,65,1
0,0,1,1,0,0,1,417,35,65,1
0,0,0,0,0,1,0,417,35,65,1
0,0,1,0,1,0,1,418,35,65,1
1,9,0,0,1,0,0,418,35,65,1
0,0,0,0,0,1,0,418,35,65,1
0,7,5,1,0,0,0,418,35,65,1
0,0,5,0,1,0,1,419,35,65,1
0,9,0,0,1,0,0,419,35,65,1
1,7,1,0,0,0,0,419,35,65,1
0,0,0,0,0,1,0,419,35,65,1
1,7,5,0,1,0,0,420,36,67,1
0,9,1,1,0,0,0,420,36,67,1
0,0,0,0,0,0,1,420,36,67,1
0,0,5,0,1,1,0,420,36,67,1
0,7,0,0,1,0,0,421,36,67,1
1,9,5,0,1,0,0,421,36,67,1
0,0,1,1,0,1,0,421,36,67,1
0,0,5,0,0,0,1,421,36,67,1
0,9,5,0,0,0,0,422,36,67,1
1,7,1,0,1,0,0,422,36,67,1
0,0,0,0,1,1,0,422,36,67,1
0,0,0,1,0,0,1,422,36,67,1
0,0,1,0,1,0,1,423,36,67,1
0,9,1,0,0,0,0,423,36,67,1
1,7,0,1,0,0,0,423,36,67,1
0,0,5,0,1,1,0,423,36,67,1
0,0,0,1,0,1,0,424,36,67,1
1,9,1,0,1,0,0,424,36,67,1
0,0,0,0,0,0,1,424,36,67,1
0,7,5,0,1,0,0,424,36,67,1
0,0,0,0,0,0,1,425,36,67,1
0,9,0,0,0,0,0,425,36,67,1
0,0,1,1,0,1,0,425,36,67,1
1,7,5,0,1,0,0,425,36,67,1
0,0,5,0,1,0,1,426,36,67,1
0,9,0,0,0,0,0,426,36,67,1
0,0,1,0,0,1,0,426,36,67,1
1,7,5,1,0,0,0,426,36,67,1
0,9,0,0,1,0,0,427,36,67,1
0,7,1,0,0,0,0,427,36,67,1
0,0,1,1,0,0,1,427,36,67,1
1,0,5,0,0,1,0,427,36,67,1
1,0,5,0,1,0,1,428,36,67,1
0,0,5,0,0,1,0,428,36,67,1
0,9,0,0,1,0,0,428,36,67,1
0,7,1,0,0,0,0,428,36,67,1
0,0,1,0,1,0,1,429,36,67,1
1,0,5,1,0,1,0,429,36,67,1
0,7,0,0,0,0,0,429,36,67,1
0,9,0,0,1,0,0,429,36,67,1
1,9,5,0,1,0,0,430,36,67,1
0,0,0,0,1,1,0,430,36,67,1
0,0,5,1,0,0,1,430,36,67,1
0,7,1,0,0,0,0,430,36,67,1
0,0,1,0,1,1,0,431,36,67,1
0,7,5,0,0,0,0,431,36,67,1
1,9,5,1,0,0,0,431,36,67,1
0,0,0,0,1,0,1,431,36,67,1
0,9,5,0,1,0,0,432,37,69,1
0,7,1,0,0,0,0,432,37,69,1
1,0,0,0,0,0,1,432,37,69,1
0,0,5,0,0,0,1,432,37,69,1
0,0,1,0,1,1,0,433,37,69,1
0,0,5,1,0,0,1,433,37,69,1
0,9,5,1,0,0,0,433,37,69,1
1,7,0,0,1,0,0,433,37,69,1
0,9,1,1,0,0,0,434,37,69,1
0,0,5,0,1,1,0,434,37,69,1
0,7,0,0,0,0,0,434,37,69,1
1,0,5,0,1,0,1,434,37,69,1
0,9,5,0,0,0,0,435,37,69,1
1,0,0,0,1,0,1,435,37,69,1
0,0,1,1,0,1,0,435,37,69,1
0,7,5,0,1,0,0,435,37,69,1
0,0,0,0,1,0,1,436,37,69,1
0,0,5,0,0,1,0,436,37,69,1
0,9,5,0,0,0,0,436,37,69,1
1,7,1,0,1,0,0,436,37,69,1
0,0,1,0,1,1,0,437,37,69,1
0,9,5,1,0,0,0,437,37,69,1
0,0,5,0,1,0,1,437,37,69,1
1,7,0,0,0,0,0,437,37,69,1
0,9,0,0,1,0,0,438,37,69,1
0,0,1,0,0,0,1,438,37,69,1
1,0,1,0,1,1,0,438,37,69,1
0,7,5,0,0,0,0,438,37,69,1
0,0,5,0,0,0,1,439,37,69,1
1,0,0,0,0,1,0,439,37,69,1
0,9,1,0,1,0,0,439,37,69,1
0,7,1,0,1,0,0,439,37,69,1
0,9,5,0,0,0,0,440,37,69,1
0,0,1,0,0,1,0,440,37,69,1
1,7,5,0,1,0,0,440,37,69,1
0,0,0,1,0,0,1,440,37,69,1
0,9,0,0,0,0,0,441,38,71,6
0,0,0,0,1,0,1,441,38,71,6
1,0,1,1,0,1,0,441,38,71,6
0,7,5,0,1,0,0,441,38,71,6
1,0,0,0,0,1,0,442,38,71,6
0,7,5,0,0,0,0,442,38,71,6
0,0,0,1,0,0,1,442,38,71,6
0,9,1,0,1,0,0,442,38,71,6
1,0,1,0,0,1,0,443,38,71,6
0,9,5,0,1,0,0,443,38,71,6
0,0,5,0,1,0,1,443,38,71,6
0,7,0,0,0,0,0,443,38,71,6
0,9,0,1,0,0,0,444,38,71,6
0,7,5,0,0,0,0,444,38,71,6
0,0,1,0,1,0,1,444,38,71,6
1,0,1,0,0,1,0,444,38,71,6
1,0,0,1,0,1,0,445,38,71,6
0,7,1,0,0,0,0,445,38,71,6
0,9,5,0,1,0,0,445,38,71,6
0,0,5,0,1,0,1,445,38,71,6
0,9,5,0,1,0,0,446,38,71,6
0,0,0,0,0,0,1,446,38,71,6
0,7,1,0,0,0,0,446,38,71,6
1,0,0,1,0,1,0,446,38,71,6
1,7,0,0,0,0,0,447,38,71,6
0,0,0,0,1,1,0,447,38,71,6
0,0,5,0,1,0,1,447,38,71,6
0,9,1,0,0,0,0,447,38,71,6
0,7,5,1,0,0,0,448,38,71,6
1,0,1,0,0,0,1,448,38,71,6
0,0,5,0,0,1,0,448,38,71,6
0,9,0,0,1,0,0,448,38,71,6
0,0,0,0,1,0,1,449,38,71,6
1,0,1,0,0,1,0,449,38,71,6
0,9,0,0,1,0,0,449,38,71,6
0,7,5,1,0,0,0,449,38,71,6
0,0,5,0,0,0,1,450,38,71,6
0,0,1,0,0,1,0,450,38,71,6
0,9,5,1,0,0,0,450,38,71,6
1,7,0,0,1,0,0,450,38,71,6
0,9,5,0,1,0,0,451,38,71,6
1,0,0,0,1,1,0,451,38,71,6
0,0,5,1,0,0,1,451,38,71,6
0,7,1,0,0,0,0,451,38,71,6
0,9,1,0,1,0,0,452,38,71,6
1,7,0,1,0,0,0,452,38,71,6
0,0,5,0,1,1,0,452,38,71,6
0,0,0,0,0,0,1,452,38,71,6
1,7,5,1,0,0,0,453,39,73,3
0,0,1,0,1,0,1,453,39,73,3
0,0,0,0,0,1,0,453,39,73,3
0,9,0,0,0,0,0,453,39,73,3
0,0,5,0,1,1,0,454,39,73,3
0,0,5,0,0,0,1,454,39,73,3
0,9,1,1,0,0,0,454,39,73,3
1,7,0,0,1,0,0,454,39,73,3
0,0,1,0,0,0,1,455,39,73,3
0,7,0,0,0,0,0,455,39,73,3
1,9,0,1,0,0,0,455,39,73,3
0,0,5,0,1,1,0,455,39,73,3
0,9,1,1,0,0,0,456,39,73,3
1,7,1,0,1,0,0,456,39,73,3
0,0,0,0,1,1,0,456,39,73,3
0,0,5,0,0,0,1,456,39,73,3
0,0,5,0,0,1,0,457,39,73,3
1,7,0,1,0,0,0,457,39,73,3
0,0,1,0,1,0,1,457,39,73,3
0,9,0,0,0,0,0,457,39,73,3
1,0,5,1,0,0,1,458,39,73,3
0,7,1,0,1,0,0,458,39,73,3
0,0,0,0,0,1,0,458,39,73,3
0,9,1,0,0,0,0,458,39,73,3
1,7,1,0,0,0,0,459,39,73,3
0,9,0,0,1,0,0,459,39,73,3
0,0,5,0,0,1,0,459,39,73,3
0,0,1,1,0,0,1,459,39,73,3
1,9,0,0,1,0,0,460,39,73,3
0,7,0,0,0,0,0,460,39,73,3
0,0,1,0,1,0,1,460,39,73,3
0,0,5,1,0,1,0,460,39,73,3
0,0,0,1,0,0,1,461,39,73,3
0,0,1,0,0,1,0,461,39,73,3
0,9,1,0,0,0,0,461,39,73,3
1,9,5,0,1,0,0,461,39,73,3
0,9,0,0,1,0,0,462,39,73,3
1,7,5,0,0,0,0,462,39,73,3
0,0,1,1,0,0,1,462,39,73,3
0,0,0,0,0,1,0,462,39,73,3
0,0,1,0,1,0,1,463,39,73,3
0,9,0,0,1,0,0,463,39,73,3
0,0,0,0,0,1,0,463,39,73,3
1,7,5,1,0,0,0,463,39,73,3
0,0,5,0,1,0,1,464,39,73,3
1,9,0,0,1,0,0,464,39,73,3
0,7,1,0,0,0,0,464,39,73,3
0,0,0,0,0,1,0,464,39,73,3
1,7,5,1,0,0,0,465,40,75,2
0,0,1,0,1,0,1,465,40,75,2
0,0,0,0,0,1,0,465,40,75,2
0,9,0,0,0,0,0,465,40,75,2
0,0,5,0,1,1,0,466,40,75,2
0,0,5,0,0,0,1,466,40,75,2
1,9,1,1,0,0,0,466,40,75,2
0,7,0,0,1,0,0,466,40,75,2
0,0,1,0,0,0,1,467,40,75,2
0,7,0,0,0,0,0,467,40,75,2
1,9,0,1,0,0,0,467,40,75,2
0,0,5,0,1,1,0,467,40,75,2
0,9,1,1,0,0,0,468,40,75,2
1,7,1,0,1,0,0,468,40,75,2
0,0,0,0,1,1,0,468,40,75,2
0,0,5,0,0,0,1,468,40,75,2
0,0,5,0,0,1,0,469,40,75,2
1,7,0,1,0,0,0,469,40,75,2
0,0,1,0,1,0,1,469,40,75,2
0,9,0,0,0,0,0,469,40,75,2
1,0,5,1,0,0,1,470,40,75,2
0,7,1,0,1,0,0,470,40,75,2
0,0,0,0,0,1,0,470,40,75,2
0,9,1,0,0,0,0,470,40,75,2
0,7,1,0,0,0,0,471,40,75,2
1,9,0,0,1,0,0,471,40,75,2
0,0,5,0,0,1,0,471,40,75,2
0,0,1,1,0,0,1,471,40,75,2
1,9,0,0,1,0,0,472,40,75,2
0,7,0,0,0,0,0,472,40,75,2
0,0,1,0,1,0,1,472,40,75,2
0,0,5,1,0,1,0,472,40,75,2
1,0,0,1,0,0,1,473,40,75,2
0,0,1,0,0,1,0,473,40,75,2
0,9,1,0,0,0,0,473,40,75,2
0,9,5,0,1,0,0,473,40,75,2
1,9,0,0,1,0,0,474,40,75,2
0,7,5,0,0,0,0,474,40,75,2
0,0,1,1,0,0,1,474,40,75,2
0,0,0,0,0,1,0,474,40,75,2
